text,label,scenario_type,channel,speaker_role_pattern,fraud_stage,has_code_request,has_money_transfer_request,has_urgency,has_threat,has_authority_impersonation,has_sensitive_data_request,has_remote_access_request,victim_confused_or_resisting,risk_markers_count
Коля здесь. Срочно переведи 7 200 на карту 4276XXXX9012. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Коля здесь. Срочно переведи 100 000 на карту 4276XXXX1234. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
"Бабушка, я в полиции. Нужно 25 000 чтобы меня отпустили. Никому не говори.",fraud,relative_in_trouble,call,dialogue,pressure,0,0,0,0,0,0,0,0,0
Доставка #12045 ожидает оплаты 15 000 руб. Переведите на карту 2200XXXX3456.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Доставка #67301 ожидает оплаты 15 000 руб. Переведите на карту 5368XXXX5678.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Доставка #98234 ожидает оплаты 10 000 руб. Переведите на карту 5368XXXX5678.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Срочно! Ваш аккаунт в Сбербанк Онлайн будет удалён. Войдите: sber-security.ru/confirm,fraud,generic_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
Ваши бонусные баллы: 25 000. Используйте при следующей покупке в DNS.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Вакцинация в среду в 14:00. Возьмите паспорт. Центр здоровья ГП №5.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ #67301 передан курьеру. Ожидайте 15 июня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Напомни, когда встреча? — В 09:00, как договаривались.",normal,benign_service,messenger,dialogue,benign,0,0,0,0,0,0,0,0,0
Акция в DNS: скидка 5 000% на все товары до 10 июля.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Если вы не оплатите штраф 15 000 руб. сегодня, будет выдан ордер на арест.",fraud,government_or_police,call,single_message,pressure,0,1,0,1,0,0,0,1,2
Привет! Сегодня в 17:00 встреча по программированию. Ждём вас!,normal,benign_service,messenger,dialogue,benign,0,0,0,0,0,0,0,0,0
Подтвердите личность для получения выплаты 5 000 руб.: delivery-pay.ru/order,fraud,generic_fraud,sms,single_message,data_request,0,0,0,0,0,0,0,0,0
Поздравляем! Вы выиграли 15 000 руб. Для получения перейдите: bank-alert.info/login,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Налоговая служба: у вас задолженность 5 000 руб. Оплатите по ссылке bank-alert.info/login.,fraud,government_or_police,sms,single_message,hook,0,1,0,0,1,0,0,0,2
"Инвестиция вернулась! Чтобы вывести 10 000, оплатите комиссию 2 000 руб. Карта: 4276XXXX9012.",fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Занятие 3 июля переносится на 09:30. Ссылка на Zoom придёт отдельно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Занятие 18 июня переносится на 11:00. Ссылка на Zoom придёт отдельно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Поздравляем! Вы выиграли 3 500 руб. Для получения перейдите: sber-security.ru/confirm,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
"Попал в больницу, нужна операция. Срочно 100 000 руб. на счёт 5368XXXX5678.",fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
"Чтобы избежать уголовного преследования, переведите залог 7 200 руб. на счёт 4276XXXX9012.",fraud,government_or_police,call,dialogue,transfer_request,0,1,0,1,0,0,0,1,2
Для получения посылки подтвердите адрес и оплатите страховку 100 000 руб.: delivery-pay.ru/order,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
"Добрый день, ваше такси подано. Автомобиль Lada Vesta у подъезда.",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Саша здесь. Срочно переведи 5 000 на карту 4276XXXX9012. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваш рецепт на препарат готов к выдаче в аптеке Клиника 'Ваш доктор'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш платёж за Госуслуги в размере 100 000 руб. прошёл успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Коля здесь. Срочно переведи 7 200 на карту 4276XXXX1234. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Вы участвовали в акции М.Видео. Вам положен приз. Сообщите код из SMS.,fraud,generic_fraud,call,single_message,hook,1,0,0,0,0,0,0,0,1
Добрый день! Ваш заказ #55019 собран и готов к отправке.,normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш платёж за Сбербанк Онлайн в размере 100 000 руб. прошёл успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Напоминаем: профилактический осмотр 10 июля в 09:00. Медцентр 'Здоровье'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Инвестиция вернулась! Чтобы вывести 5 000, оплатите комиссию 500 руб. Карта: 4276XXXX9012.",fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Акция в Ozon: скидка 25 000% на все товары до 20 мая.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Здравствуйте, это Медцентр 'Здоровье'. Напоминаем про визит к дерматологу в 17:00.",normal,medical_or_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
"Напомни, когда встреча? — В 17:00, как договаривались.",normal,benign_service,messenger,dialogue,benign,0,0,0,0,0,0,0,0,0
Ваша посылка задержана на таможне. Доплатите 25 000 руб. для получения: delivery-pay.ru/order,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Ваша карта заблокирована. Для разблокировки перейдите по ссылке: delivery-pay.ru/order,fraud,bank_impersonation,sms,single_message,hook,0,0,0,1,0,0,0,1,1
Привет! Сегодня в 15:30 встреча по английскому. Ждём вас!,normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
Введите данные карты для оплаты таможенного сбора 5 000 руб. Срок — 48 часов.,fraud,delivery_fee,sms,single_message,data_request,0,1,0,0,0,1,0,0,2
Вакцинация в пятницу в 14:00. Возьмите паспорт. Центр здоровья Медсервис.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ #55019 передан курьеру. Ожидайте 3 июля.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Вакцинация завтра в 14:00. Возьмите паспорт. Центр здоровья ГП №5.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш платёж за Google в размере 50 000 руб. прошёл успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Предложение действует только 10 минут. Решайте быстро!,fraud,generic_fraud,call,single_message,pressure,0,0,1,0,0,0,0,0,1
"Уважаемый пациент, напоминаем о записи к дерматологу 20 мая в 16:00. Клиника Клиника 'Ваш доктор'.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 15 000 руб. Карта: 4276XXXX1234.,fraud,remote_access,call,single_message,transfer_request,0,0,0,0,0,0,0,0,0
Ваш платёж за Госуслуги в размере 25 000 руб. прошёл успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 3 500 руб. Карта: 4276XXXX1234.,fraud,remote_access,call,single_message,transfer_request,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 25 000 руб. Карта: 5368XXXX5678.,fraud,remote_access,call,single_message,transfer_request,0,0,0,0,0,0,0,0,0
Коля здесь. Срочно переведи 10 000 на карту 4276XXXX1234. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Для получения посылки подтвердите адрес и оплатите страховку 7 200 руб.: sber-security.ru/confirm,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Занятие завтра переносится на 16:00. Ссылка на Zoom придёт отдельно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 25 000 руб. Карта: 4276XXXX1234.,fraud,remote_access,call,single_message,transfer_request,0,0,0,0,0,0,0,0,0
"Уважаемый пациент, напоминаем о записи к невропатологу завтра в 09:00. Клиника Клиника 'Ваш доктор'.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Инвестиция вернулась! Чтобы вывести 5 000, оплатите комиссию 2 000 руб. Карта: 2200XXXX3456.",fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Напоминание: занятие по английскому завтра в 11:00. Преподаватель — Козлова Е.В..,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Здравствуйте! Завтра занятие по физике в 08:30. Не забудьте домашнее задание.,normal,benign_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
"Добрый день, звоним насчёт плановой проверки счётчиков 18 июня в 11:00.",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Кредитный платёж 100 000 руб. списан. Следующий платёж в среду.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
ВТБ: подтвердите личность. Введите код из SMS на сайте delivery-pay.ru/order,fraud,bank_impersonation,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Оператор МТС: ваша SIM-карта подана на перевыпуск мошенниками. Срочно подтвердите данные.,fraud,sim_block,call,dialogue,pressure,0,0,1,0,0,0,0,0,1
После очистки вируса нам нужна оплата за работу 50 000 руб. Карта: 4276XXXX1234.,fraud,remote_access,call,dialogue,transfer_request,0,0,0,0,0,0,0,0,0
"Запись к педиатру подтверждена. 3 июля в 15:30. Адрес: пр. Победы, 15.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Ваша посылка #33871 прибыла в пункт выдачи. Адрес: пр. Мира, 25.",normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Поздравляем! Вы выиграли 5 000 руб. Для получения перейдите: delivery-pay.ru/order,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
"Напомни, когда встреча? — В 11:00, как договаривались.",normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
"Инвестиция вернулась! Чтобы вывести 7 200, оплатите комиссию 1 000 руб. Карта: 5368XXXX5678.",fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Тест по физике перенесён на 18 июня. Материал: темы 5–7.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Платёж за квартплату 5 000 руб. принят. Спасибо.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тест по рисованию перенесён на в пятницу. Материал: темы 5–7.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Серёжа здесь. Срочно переведи 10 000 на карту 5368XXXX5678. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
"Операция по карте 2200XXXX3456: оплата 50 000 руб. в Ozon. Если это не вы, позвоните на 900.",normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Вася здесь. Срочно переведи 5 000 на карту 4276XXXX1234. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
"Запись к дерматологу подтверждена. 18 июня в 17:00. Адрес: пр. Мира, 25.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка #98234 ожидает оплаты 100 000 руб. Переведите на карту 4276XXXX1234.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
После очистки вируса нам нужна оплата за работу 50 000 руб. Карта: 4276XXXX9012.,fraud,remote_access,call,single_message,transfer_request,0,0,0,0,0,0,0,0,0
"Уважаемый пациент, напоминаем о записи к офтальмологу завтра в 16:00. Клиника Мединтерн.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка перенесена на завтра. Приносим извинения за задержку.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш рецепт на препарат готов к выдаче в аптеке Медцентр 'Здоровье'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Вас беспокоит следователь Иванов А.В.. По вашему адресу открыто дело. Необходимо явиться.,fraud,government_or_police,call,single_message,hook,0,0,0,0,1,0,0,0,1
Плановое отключение воды в среду с 14:00 до 16:00. УК ТСЖ 'Заря'.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Платёж за квартплату 100 000 руб. принят. Спасибо.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш счёт за Госуслуги за 10 июля: 25 000 руб. Оплатить до 30 июня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Подтвердите личность для получения выплаты 100 000 руб.: bank-alert.info/login,fraud,generic_fraud,sms,single_message,data_request,0,0,0,0,0,0,0,0,0
"Курьер ждёт оплаты хранения 5 000 руб., иначе посылка вернётся отправителю.",fraud,delivery_fee,call,single_message,pressure,0,1,0,0,0,0,0,0,1
Здравствуйте! Завтра занятие по физике в 10:30. Не забудьте домашнее задание.,normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
"Это Вася, у меня проблемы. Позвони мне на этот номер, старый потерял.",fraud,relative_in_trouble,sms,single_message,hook,0,0,0,0,0,0,0,0,0
"Запись к невропатологу подтверждена. 15 июня в 14:00. Адрес: пр. Мира, 25.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тест по химии перенесён на в среду. Материал: темы 5–7.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Привет! Сегодня в 17:00 встреча по истории. Ждём вас!,normal,benign_service,messenger,dialogue,benign,0,0,0,0,0,0,0,0,0
Спасибо за покупку! Чек отправлен на email. DNS.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Плановое отключение воды в среду с 08:30 до 11:00. УК УК 'Комфорт'.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Акция в DNS: скидка 3 500% на все товары до в среду.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Запись к офтальмологу подтверждена. 20 мая в 14:00. Адрес: ул. Садовая, 3.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Курьер прибудет через 20 минут. Заказ #33871.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Пополнение счёта 7 200 руб. выполнено успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ в Лента готов к выдаче. Код: 9034. Срок хранения — 3 дня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тест по английскому перенесён на завтра. Материал: темы 5–7.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Кредитный платёж 5 000 руб. списан. Следующий платёж 25 мая.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Налоговая служба: у вас задолженность 3 500 руб. Оплатите по ссылке sber-security.ru/confirm.,fraud,government_or_police,sms,single_message,hook,0,1,0,0,1,0,0,0,2
Привет! Сегодня в 12:00 встреча по химии. Ждём вас!,normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
Привет! Сегодня в 16:00 встреча по физике. Ждём вас!,normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша посылка задержана на таможне. Доплатите 50 000 руб. для получения: delivery-pay.ru/order,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Поздравляем! Вы выиграли 50 000 руб. Для получения перейдите: delivery-pay.ru/order,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
"Инвестиция вернулась! Чтобы вывести 5 000, оплатите комиссию 500 руб. Карта: 4276XXXX1234.",fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
"Операция по карте 4276XXXX1234: оплата 3 500 руб. в Ozon. Если это не вы, позвоните на 8-800-200-00-00.",normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Лёша здесь. Срочно переведи 5 000 на карту 2200XXXX3456. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Кредитный платёж 10 000 руб. списан. Следующий платёж 18 июня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Поздравляем! Вы выиграли 5 000 руб. Для получения перейдите: bank-alert.info/login,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
"Здравствуйте, это Альфа-Банк. Ваш кредит одобрен. Для получения обратитесь в офис.",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша посылка задержана на таможне. Доплатите 15 000 руб. для получения: delivery-pay.ru/order,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Занятие 18 июня переносится на 16:00. Ссылка на Zoom придёт отдельно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Курс программированию завершён. Сертификат отправлен на ваш email.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Напоминаем: профилактический осмотр 15 июня в 14:00. Медсервис.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Сбербанк: подтвердите личность. Введите код из SMS на сайте delivery-pay.ru/order,fraud,bank_impersonation,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Лёша здесь. Срочно переведи 15 000 на карту 5368XXXX5678. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Подтвердите личность для получения выплаты 3 500 руб.: sber-security.ru/confirm,fraud,generic_fraud,sms,single_message,data_request,0,0,0,0,0,0,0,0,0
"Уважаемый пациент, напоминаем о записи к офтальмологу 10 июля в 17:00. Клиника Мединтерн.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Саша здесь. Срочно переведи 50 000 на карту 2200XXXX3456. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Плановое отключение воды 25 мая с 16:00 до 09:30. УК УК 'Комфорт'.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Установите приложение AnyDesk для диагностики. Продиктуйте код подключения.,fraud,remote_access,call,single_message,data_request,1,0,0,0,0,0,1,0,2
Переведите все средства на защищённый счёт 4276XXXX9012 — это временная мера безопасности.,fraud,safe_account,call,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Курьер прибудет через 20 минут. Заказ #12045.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Серёжа здесь. Срочно переведи 5 000 на карту 4276XXXX9012. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Напоминание: занятие по физике 18 июня в 08:30. Преподаватель — Петрова М.С..,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Пополнение счёта 5 000 руб. выполнено успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Чтобы защитить средства, переведите их на защищённый счёт. Это временная мера.",fraud,bank_impersonation,call,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Плановое отключение воды завтра с 11:00 до 18:00. УК УК 'Комфорт'.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ в Wildberries готов к выдаче. Код: 1056. Срок хранения — 3 дня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Операция по карте 4276XXXX1234: оплата 50 000 руб. в Пятёрочка. Если это не вы, позвоните на 900.",normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Для получения посылки подтвердите адрес и оплатите страховку 10 000 руб.: bank-alert.info/login,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Привет! Сегодня в 10:30 встреча по истории. Ждём вас!,normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
"Попал в больницу, нужна операция. Срочно 10 000 руб. на счёт 2200XXXX3456.",fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
"Уважаемый пациент, напоминаем о записи к терапевту 15 июня в 14:00. Клиника Медцентр 'Здоровье'.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Добрый день, звоним насчёт плановой проверки счётчиков в среду в 17:00.",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш счёт за Госуслуги за 10 июля: 15 000 руб. Оплатить до 1 июля.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Напоминание: занятие по английскому в среду в 12:00. Преподаватель — Алексей.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши бонусные баллы: 50 000. Используйте при следующей покупке в DNS.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Для получения посылки подтвердите адрес и оплатите страховку 25 000 руб.: sber-security.ru/confirm,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Налоговая служба: у вас задолженность 15 000 руб. Оплатите по ссылке bank-alert.info/login.,fraud,government_or_police,sms,single_message,hook,0,1,0,0,1,0,0,0,2
"Уважаемый пациент, напоминаем о записи к терапевту в пятницу в 17:00. Клиника Мединтерн.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Напоминаем: профилактический осмотр 20 мая в 15:30. Медцентр 'Здоровье'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Чтобы избежать уголовного преследования, переведите залог 15 000 руб. на счёт 4276XXXX1234.",fraud,government_or_police,call,single_message,transfer_request,0,1,0,1,0,0,0,1,2
Доставка #98234 ожидает оплаты 100 000 руб. Переведите на карту 5368XXXX5678.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Кредитный платёж 3 500 руб. списан. Следующий платёж 25 мая.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка #33871 ожидает оплаты 15 000 руб. Переведите на карту 5368XXXX5678.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
"Операция по карте 4276XXXX9012: оплата 3 500 руб. в М.Видео. Если это не вы, позвоните на 8-800-200-00-00.",normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 10 000 руб. Карта: 2200XXXX3456.,fraud,remote_access,call,single_message,transfer_request,0,0,0,0,0,0,0,0,0
Напоминаем: профилактический осмотр 18 июня в 15:30. Клиника 'Ваш доктор'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Операция по карте 4276XXXX1234: оплата 50 000 руб. в DNS. Если это не вы, позвоните на 8-800-200-00-00.",normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Привет! Всё хорошо, просто хотел(а) поболтать.",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Таня здесь. Срочно переведи 3 500 на карту 4276XXXX1234. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Здравствуйте! Завтра занятие по программированию в 08:30. Не забудьте домашнее задание.,normal,benign_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 5 000 руб. Карта: 4276XXXX9012.,fraud,remote_access,call,dialogue,transfer_request,0,0,0,0,0,0,0,0,0
Серёжа здесь. Срочно переведи 3 500 на карту 4276XXXX1234. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Здравствуйте! Завтра занятие по английскому в 12:00. Не забудьте домашнее задание.,normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Для отмены блокировки введите код подтверждения 9034 на сайте sber-security.ru/confirm.,fraud,sim_block,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Поздравляем! Вы выиграли 25 000 руб. Для получения перейдите: sber-security.ru/confirm,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Налоговая служба: у вас задолженность 100 000 руб. Оплатите по ссылке sber-security.ru/confirm.,fraud,government_or_police,sms,single_message,hook,0,1,0,0,1,0,0,0,2
Ваша посылка задержана на таможне. Доплатите 7 200 руб. для получения: sber-security.ru/confirm,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Лёша здесь. Срочно переведи 5 000 на карту 5368XXXX5678. Объясню потом.,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Вакцинация в пятницу в 14:00. Возьмите паспорт. Центр здоровья Мединтерн.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Для отмены блокировки введите код подтверждения 7392 на сайте sber-security.ru/confirm.,fraud,sim_block,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Напоминаем: профилактический осмотр завтра в 10:30. Медцентр 'Здоровье'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Здравствуйте, это Мединтерн. Напоминаем про визит к хирургу в 15:30.",normal,medical_or_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Ваш платёж за VK в размере 25 000 руб. прошёл успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Для получения посылки подтвердите адрес и оплатите страховку 100 000 руб.: sber-security.ru/confirm,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Ваши бонусные баллы: 10 000. Используйте при следующей покупке в DNS.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Запись к невропатологу подтверждена. 3 июля в 10:30. Адрес: пр. Победы, 15.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
После очистки вируса нам нужна оплата за работу 7 200 руб. Карта: 4276XXXX1234.,fraud,remote_access,call,dialogue,transfer_request,0,0,0,0,0,0,0,0,0
Налоговая служба: у вас задолженность 3 500 руб. Оплатите по ссылке delivery-pay.ru/order.,fraud,government_or_police,sms,single_message,hook,0,1,0,0,1,0,0,0,2
"Инвестиция вернулась! Чтобы вывести 3 500, оплатите комиссию 2 000 руб. Карта: 2200XXXX3456.",fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Плановое отключение воды в пятницу с 14:00 до 11:00. УК УК 'Комфорт'.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша посылка задержана на таможне. Доплатите 3 500 руб. для получения: sber-security.ru/confirm,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
"Уважаемый пациент, напоминаем о записи к педиатру 15 июня в 15:30. Клиника Медцентр 'Здоровье'.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши бонусные баллы: 100 000. Используйте при следующей покупке в Пятёрочка.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка перенесена на 15 июня. Приносим извинения за задержку.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
